Depth,GR,DT,DTS,RHOB,NPHI_LIM
576.5,105.0,67.9,115.8,2649.2,13.9
577.0,115.1,67.5,114.5,2691.2,15.9
577.5,113.5,66.6,114.4,2680.1,14.0
578.0,112.0,66.2,113.7,2691.9,16.7
578.5,100.3,62.3,107.7,2682.2,13.2
579.0,65.6,57.6,99.7,2837.4,7.9
579.5,47.5,59.0,99.7,2794.9,3.8
580.0,54.4,59.6,101.3,2633.0,7.5
580.5,55.0,59.8,101.3,2596.1,7.9
581.0,62.8,59.9,101.6,2568.5,7.3
581.5,59.6,61.6,98.2,2509.9,5.6
582.0,57.9,61.5,100.3,2441.7,4.0
582.5,49.9,61.1,98.8,2416.8,4.7
583.0,52.1,60.7,98.4,2413.7,3.8
583.5,47.1,61.4,95.2,2413.5,4.5
584.0,53.2,54.2,103.2,2278.4,3.3
584.5,47.6,69.2,125.4,2058.4,6.9
585.0,21.8,71.6,114.4,1354.2,21.2
585.5,37.4,61.7,104.5,1942.5,4.9
586.0,41.0,62.3,114.8,1699.6,9.9
586.5,23.4,64.5,118.9,1536.4,14.7
587.0,25.4,68.2,119.5,1583.2,7.7
587.5,17.2,72.4,119.3,1479.3,8.3
588.0,18.2,68.7,112.2,1780.2,0.9
588.5,19.0,66.0,113.9,1971.6,-0.1
589.0,24.3,70.3,113.4,1881.1,0.6
589.5,28.5,69.2,118.0,1774.0,4.8
590.0,24.7,64.0,110.6,1877.5,-3.1
590.5,23.5,62.0,110.6,1667.5,-0.4
591.0,23.5,65.5,112.6,1538.0,0.0
591.5,17.6,63.7,112.2,1752.6,-3.8
592.0,12.7,67.7,120.4,1446.0,-0.9
592.5,15.9,58.5,110.7,1756.8,-3.5
593.0,17.7,66.7,117.5,1582.4,-0.3
593.5,17.9,55.5,109.1,1809.9,-0.6
594.0,15.1,64.7,117.8,1462.3,2.7
594.5,14.2,71.4,133.1,1637.8,8.0
595.0,16.9,67.8,127.9,1563.5,8.4
595.5,35.9,67.4,119.0,2176.3,-1.2
596.0,44.5,67.3,116.9,2249.1,0.2
596.5,51.1,66.9,114.8,2300.7,1.5
597.0,60.5,66.1,115.5,2351.4,3.9
597.5,71.3,66.3,115.5,2450.4,5.3
598.0,70.2,65.8,116.2,2465.1,5.8
598.5,71.3,66.1,115.5,2447.8,6.4
599.0,71.1,65.0,115.0,2440.8,5.5
599.5,69.8,65.1,114.6,2440.6,6.6
600.0,58.4,65.6,119.3,2339.5,3.3
600.5,53.3,64.8,117.5,2284.7,0.8
601.0,39.8,65.8,117.5,2366.7,-0.8
601.5,34.0,66.2,116.8,2339.0,-1.7
602.0,33.1,67.2,117.7,2336.6,-0.7
602.5,34.6,68.3,118.0,2369.1,-0.8
603.0,35.3,66.7,120.0,2397.8,-1.5
603.5,37.0,66.6,117.5,2363.4,-0.2
604.0,49.9,66.3,115.5,2280.6,2.5
604.5,51.1,65.5,114.9,2281.2,3.6
605.0,50.9,65.5,113.7,2263.1,3.8
605.5,51.0,65.4,118.1,2287.5,3.5
606.0,47.7,65.6,115.3,2277.5,4.5
606.5,49.0,66.6,115.6,2286.5,4.6
607.0,53.0,66.2,114.3,2273.5,4.7
607.5,47.4,64.8,109.3,2238.1,4.5
608.0,37.8,66.3,120.7,2240.4,6.1
608.5,43.0,67.4,117.9,2243.3,11.2
609.0,65.6,66.7,117.5,2246.7,13.6
609.5,70.5,65.7,113.4,2337.2,16.6
610.0,60.5,60.2,114.5,2423.9,11.5
610.5,61.0,64.8,114.0,2427.0,11.8
611.0,69.3,65.8,113.1,2413.7,11.3
611.5,61.5,65.8,113.9,2363.4,9.6
612.0,61.4,66.3,113.8,2290.7,10.1
612.5,63.7,66.7,114.3,2277.4,10.3
613.0,70.3,66.5,114.9,2195.1,17.6
613.5,62.9,66.4,111.3,2156.1,15.6
614.0,65.1,65.4,109.6,2414.7,11.2
614.5,60.8,63.3,110.3,2283.0,10.8
615.0,58.8,55.2,105.2,2216.6,6.8
615.5,48.4,49.9,97.7,2086.5,8.2
616.0,23.7,50.3,99.5,1330.5,14.2
616.5,17.5,56.0,107.4,1369.4,31.6
617.0,16.4,60.5,109.7,1318.6,40.3
617.5,17.0,85.0,140.6,1455.3,41.3
618.0,17.7,47.2,89.4,1426.4,30.1
618.5,17.6,75.5,131.7,1264.9,52.6
619.0,19.0,80.5,135.2,1176.6,63.3
619.5,29.6,78.0,133.5,1422.7,49.4
620.0,46.1,62.2,100.9,2283.1,7.9
620.5,37.2,53.7,96.3,2682.7,4.7
621.0,11.5,52.9,95.6,2853.6,-2.6
621.5,41.6,67.7,124.4,2798.1,9.2
622.0,134.0,69.4,126.9,2590.0,23.5
622.5,124.0,66.5,118.0,2559.4,17.2
623.0,110.2,67.7,119.2,2565.3,16.4
623.5,117.3,67.3,120.2,2557.2,16.4
624.0,112.6,66.9,119.6,2544.0,16.2
624.5,113.9,63.4,110.9,2531.3,16.8
625.0,89.6,64.4,112.9,2585.1,14.7
625.5,104.9,63.8,113.4,2586.7,14.9
626.0,109.1,65.1,114.4,2593.7,17.3
626.5,128.7,68.6,125.6,2593.3,21.6
627.0,129.4,66.8,117.3,2585.4,18.5
627.5,109.5,66.1,113.6,2583.0,14.1
628.0,108.7,70.0,128.7,2541.8,17.4
628.5,111.7,70.1,124.8,2559.3,16.2
629.0,126.3,64.9,117.8,2625.6,18.8
629.5,122.1,66.2,117.6,2607.5,16.0
630.0,110.3,63.2,103.0,2584.4,10.3
630.5,89.6,60.8,99.9,2584.7,9.0
631.0,79.5,62.3,105.5,2572.1,6.8
631.5,79.7,64.5,106.3,2554.8,6.9
632.0,83.2,65.1,106.3,2558.7,7.8
632.5,97.4,65.4,113.8,2582.0,8.5
633.0,101.5,66.2,114.7,2600.0,10.9
633.5,112.0,67.2,115.2,2590.8,13.1
634.0,104.2,65.1,109.8,2614.0,11.1
634.5,96.5,66.1,107.5,2608.5,11.3
635.0,84.7,64.4,102.3,2632.6,8.9
635.5,81.8,64.2,108.8,2615.8,7.7
636.0,98.6,66.2,108.7,2647.7,13.1
636.5,99.4,65.2,109.2,2616.2,11.4
637.0,101.3,63.4,114.8,2587.4,9.6
637.5,96.0,59.7,107.0,2571.3,7.8
638.0,89.0,62.1,101.4,2524.0,9.7
638.5,82.7,62.2,104.4,2456.7,6.5
639.0,89.5,63.1,103.2,2509.5,9.2
639.5,53.6,54.9,92.6,2646.5,1.3
640.0,10.2,49.9,84.7,2480.3,-2.2
640.5,16.8,65.8,110.5,2144.7,-1.4
641.0,20.8,62.5,108.2,2275.7,-0.9
641.5,24.1,58.1,112.2,2318.7,-0.9
642.0,29.2,53.5,100.0,1856.8,5.5
642.5,56.5,76.2,116.8,2125.6,13.9
643.0,75.7,66.8,110.4,2568.6,6.5
643.5,84.3,64.6,106.3,2480.8,6.1
644.0,86.8,64.3,104.8,2478.3,8.8
644.5,95.1,60.5,103.7,2464.9,7.1
645.0,84.9,57.1,92.2,2437.4,5.6
645.5,72.3,49.2,97.5,2447.6,5.5
646.0,58.7,41.9,80.4,2127.3,18.6
646.5,26.2,44.4,79.4,1775.0,36.7
647.0,9.5,63.9,109.1,2737.6,2.5
647.5,17.5,65.2,116.1,1984.9,1.5
648.0,38.6,51.5,98.2,2338.4,2.9
648.5,22.2,48.4,91.2,1659.7,3.9
649.0,20.2,80.6,123.8,1931.1,4.2
649.5,45.8,68.8,111.9,2574.0,2.8
650.0,78.1,64.4,112.7,2525.1,5.7
650.5,83.2,62.5,115.4,2519.2,9.2
651.0,80.5,62.3,110.5,2523.8,8.7
651.5,68.9,65.1,110.0,2423.4,6.8
652.0,59.7,60.3,107.0,2567.5,5.1
652.5,56.2,57.8,101.7,2719.4,5.4
653.0,44.0,52.8,97.1,2781.3,1.1
653.5,21.4,50.1,94.5,3000.8,-1.0
654.0,8.7,51.4,93.7,2989.0,-3.4
654.5,18.1,50.7,92.0,2979.5,-0.8
655.0,16.5,49.9,90.1,2974.4,-2.0
655.5,30.7,53.0,93.3,2835.8,0.5
656.0,48.9,57.4,101.6,2703.3,3.5
656.5,104.3,69.6,117.7,2661.5,13.3
657.0,129.4,70.2,114.9,2683.4,18.3
657.5,131.7,68.0,113.6,2674.5,14.6
658.0,124.4,66.6,113.2,2639.5,14.9
658.5,104.1,64.4,114.4,2700.3,13.6
659.0,111.4,65.9,114.0,2668.8,19.0
659.5,121.7,66.8,115.5,2669.6,16.9
660.0,135.8,66.6,115.8,2672.1,17.2
660.5,132.3,67.9,115.9,2667.6,15.9
661.0,118.8,68.4,113.9,2629.5,13.2
661.5,111.6,67.3,111.9,2634.0,14.5
662.0,99.6,64.1,107.8,2595.1,8.8
662.5,84.4,60.4,104.0,2576.0,9.7
663.0,85.2,61.5,104.7,2556.6,7.9
663.5,84.3,61.4,109.1,2546.0,7.8
664.0,92.3,65.7,113.5,2524.3,9.0
664.5,109.0,66.4,113.6,2612.2,14.2
665.0,120.0,68.0,114.5,2613.4,16.0
665.5,124.0,67.1,113.3,2623.7,15.4
666.0,110.2,63.9,110.3,2413.8,14.3
666.5,95.9,66.1,111.6,2479.8,12.5
667.0,82.1,65.2,107.3,2502.9,13.1
667.5,78.7,63.6,106.7,2524.2,11.0
668.0,96.6,65.4,109.5,2557.2,12.7
668.5,101.0,64.3,110.5,2569.5,14.7
669.0,102.5,64.3,107.8,2587.8,14.4
669.5,96.4,63.5,109.4,2573.4,11.9
670.0,93.0,64.0,106.1,2548.3,11.4
670.5,91.9,63.6,104.0,2523.0,9.5
671.0,93.5,64.0,105.1,2561.6,10.7
671.5,88.6,62.6,106.5,2540.5,10.0
672.0,81.5,61.1,100.2,2575.5,9.5
672.5,72.7,59.2,98.9,2570.5,7.2
673.0,85.9,57.5,100.4,2539.7,7.6
673.5,90.5,61.0,97.8,2558.6,10.3
674.0,61.8,60.2,97.8,2388.2,10.9
674.5,52.9,57.7,96.9,2140.5,4.3
675.0,19.2,63.7,107.0,2165.6,0.8
675.5,14.5,60.4,111.1,1915.9,2.0
676.0,17.0,50.8,101.7,1731.4,3.9
676.5,14.9,64.5,122.7,1253.8,28.3
677.0,16.9,106.6,172.2,1235.4,41.8
677.5,18.7,84.7,144.8,1638.5,12.2
678.0,20.7,65.6,112.8,1746.1,13.9
678.5,21.1,58.1,108.4,1664.0,12.7
679.0,26.0,65.7,117.4,1750.2,13.6
679.5,21.6,64.1,111.1,1609.0,11.5
680.0,16.3,60.5,110.8,1466.0,19.1
680.5,13.2,47.7,92.8,1231.0,40.1
681.0,12.8,53.9,97.0,2136.6,8.4
681.5,13.3,63.4,116.7,1509.3,4.3
682.0,12.8,62.5,110.7,1607.5,6.1
682.5,14.0,68.2,112.0,1527.7,4.4
683.0,12.1,65.8,108.0,1594.5,2.3
683.5,12.3,64.2,109.1,1353.3,-1.0
684.0,11.5,65.3,109.1,1274.6,4.2
684.5,14.6,62.4,107.0,1433.2,3.5
685.0,12.1,63.1,111.0,1388.9,4.6
685.5,13.2,66.0,112.4,1465.5,5.7
686.0,12.0,66.0,115.8,1631.5,1.9
686.5,12.2,69.2,118.8,1558.0,1.2
687.0,14.7,70.6,118.7,1564.3,0.1
687.5,11.7,67.8,120.5,1620.0,-1.5
688.0,13.6,68.0,115.2,1855.7,-0.7
688.5,15.1,65.3,113.5,1953.4,1.2
689.0,14.9,66.1,115.8,1962.8,-1.1
689.5,18.1,67.7,112.6,2040.6,-3.0
690.0,16.3,63.2,111.6,1851.2,-2.1
690.5,14.6,64.8,113.2,1650.8,-0.9
691.0,12.1,62.3,115.4,1657.1,3.4
691.5,13.8,65.4,113.2,1577.5,3.9
692.0,15.1,65.6,116.4,1713.9,5.0
692.5,17.1,70.2,118.5,1613.3,8.0
693.0,16.1,72.5,113.6,1876.7,1.6
693.5,16.8,61.6,108.7,1630.8,1.8
694.0,16.5,60.4,111.3,1363.9,8.9
694.5,17.4,65.4,115.8,1386.7,27.0
695.0,18.4,60.0,107.8,1365.0,20.6
695.5,17.9,80.0,123.7,1489.8,17.7
696.0,16.7,86.8,138.1,1657.9,10.3
696.5,16.8,54.6,100.5,1402.1,11.7
697.0,16.5,62.6,109.6,1410.0,19.1
697.5,17.3,63.9,113.8,1570.5,20.9
698.0,16.2,59.3,108.0,1923.1,7.2
698.5,14.1,56.3,108.1,1721.9,9.9
699.0,13.2,66.3,116.1,1576.0,16.3
699.5,13.6,100.8,150.6,1342.6,24.5
700.0,15.7,109.3,158.7,1520.2,36.8
700.5,14.7,79.6,128.9,1704.8,12.9
701.0,10.0,59.4,93.0,2279.1,6.5
701.5,6.4,52.1,93.3,2878.9,-0.1
702.0,6.2,52.3,93.2,2959.7,0.2
702.5,18.0,52.8,96.4,2911.5,1.6
703.0,32.7,55.3,99.5,2872.6,2.7
703.5,36.3,53.0,95.1,2852.7,4.0
704.0,19.1,51.4,93.4,2890.5,0.4
704.5,8.9,51.2,93.1,2942.1,0.7
705.0,10.7,51.1,92.5,2951.2,0.7
705.5,7.3,51.3,92.7,2968.9,0.5
706.0,12.2,52.8,95.2,2967.7,0.9
706.5,30.9,55.3,99.2,2904.7,3.0
707.0,36.6,53.6,98.8,2895.5,3.5
707.5,25.6,51.3,94.7,2909.7,1.8
708.0,16.5,50.7,94.3,2980.1,1.0
708.5,12.2,51.9,94.1,2924.9,-0.4
709.0,13.8,52.0,96.0,2862.7,-0.1
709.5,11.3,51.9,95.9,2870.5,0.2
710.0,9.6,53.4,96.4,2860.1,0.3
710.5,9.9,53.8,96.2,2855.8,1.4
711.0,12.2,52.3,99.1,2833.0,0.1
711.5,13.0,52.6,98.0,2862.0,0.5
712.0,9.3,51.6,95.7,2899.1,2.0
712.5,14.4,52.0,94.6,2905.2,0.5
713.0,15.1,51.2,95.3,2859.0,0.3
713.5,13.0,51.9,95.3,2908.7,1.7
714.0,13.7,54.2,96.8,2868.0,0.2
714.5,15.6,51.5,95.2,2894.6,1.0
715.0,22.8,50.2,94.1,2944.1,1.1
715.5,6.6,51.1,95.9,2967.8,0.0
716.0,5.3,52.0,99.9,2840.8,0.5
716.5,6.1,53.2,97.7,2834.4,0.2
717.0,6.9,53.5,99.2,2797.4,0.4
717.5,6.7,53.2,99.4,2844.0,0.5
718.0,7.2,52.0,95.7,2950.2,-0.0
718.5,9.1,50.7,94.5,2962.7,-0.4
719.0,11.3,50.7,93.7,2962.1,0.6
719.5,17.0,50.6,94.2,2917.9,3.1
720.0,23.5,50.4,93.4,2962.9,0.2
720.5,16.6,50.7,96.8,2922.7,0.1
721.0,18.2,50.9,99.7,2864.5,0.4
721.5,17.7,53.4,99.1,2865.7,0.5
722.0,14.8,52.4,98.1,2906.4,0.3
722.5,12.0,51.6,95.2,2937.3,0.1
723.0,11.4,51.0,94.3,2958.8,-0.0
723.5,14.9,50.5,93.9,2989.8,0.6
724.0,16.7,50.8,93.8,2990.8,1.2
724.5,8.0,50.8,93.9,3002.6,-0.7
725.0,5.8,50.6,94.5,2997.9,-0.5
725.5,6.7,50.8,94.0,2982.1,-0.6
726.0,7.3,50.8,93.9,2970.4,-0.5
726.5,5.7,50.6,93.7,2968.8,-0.8
727.0,5.8,50.3,93.9,2984.4,-0.5
727.5,7.2,50.4,94.7,3011.7,-0.9
728.0,6.2,50.2,94.5,2979.0,-0.8
728.5,6.4,50.2,94.0,2989.4,-0.5
729.0,6.1,50.4,94.3,2986.0,-0.2
729.5,6.8,50.5,94.3,2988.6,-0.6
730.0,7.5,50.2,93.7,3011.6,-0.1
730.5,6.6,50.1,93.9,2981.7,-0.6
731.0,7.1,49.5,94.1,2997.4,-0.2
731.5,6.8,49.9,94.1,2965.3,-0.4
732.0,6.5,50.3,94.1,3012.1,-0.3
732.5,6.6,50.4,94.2,2976.7,-0.2
733.0,6.1,50.5,94.4,2979.4,-0.1
733.5,8.4,50.9,94.6,2967.0,-0.1
734.0,11.4,51.7,94.8,2965.6,0.1
734.5,16.1,51.7,96.5,2980.1,0.6
735.0,17.4,51.4,94.6,2984.5,0.8
735.5,10.8,51.2,94.2,2957.7,0.4
736.0,9.9,51.2,94.0,2950.2,0.2
736.5,9.1,51.5,94.1,2955.5,-0.1
737.0,9.4,51.2,94.0,2989.8,0.3
737.5,6.6,51.4,94.0,2956.8,0.0
738.0,8.8,51.5,94.0,2977.4,-0.1
738.5,8.8,51.5,94.0,2992.0,-0.1
739.0,7.9,51.3,93.9,2955.1,-0.3
739.5,7.8,51.2,93.8,2974.5,-0.2
740.0,6.3,51.2,94.1,2949.3,-0.1
740.5,7.6,51.3,94.4,2970.0,0.1
741.0,7.9,51.5,94.2,2972.7,-0.3
741.5,6.5,51.4,93.7,2983.3,-0.5
742.0,6.1,51.2,93.8,3008.4,-0.6
742.5,6.5,51.3,94.1,2955.2,-0.8
743.0,6.4,51.4,94.1,2974.1,-0.4
743.5,6.6,51.4,93.9,2982.3,-0.2
744.0,6.8,51.5,94.4,2965.5,-0.4
744.5,6.6,51.3,94.1,2962.3,-0.8
745.0,5.9,51.4,93.9,2961.2,-0.5
745.5,6.9,51.4,94.0,2967.6,-0.6
746.0,7.0,51.5,93.9,2963.8,-0.1
746.5,6.6,51.5,93.8,2975.9,-0.0
747.0,8.4,51.5,93.9,2977.1,-0.2
747.5,7.4,51.7,94.0,2968.5,-0.4
748.0,7.0,51.7,94.0,2964.8,-0.1
748.5,5.8,51.4,93.8,2989.3,0.1
749.0,6.1,51.5,94.1,3002.8,0.1
749.5,6.2,51.5,94.1,2965.8,-0.0
750.0,6.5,51.4,94.0,2989.2,-0.1
750.5,5.1,51.4,93.9,2980.4,-0.1
751.0,7.0,51.4,93.9,2959.5,-0.1
751.5,5.9,51.5,94.1,2964.3,0.0
752.0,7.2,51.4,94.2,2990.5,-0.1
752.5,5.7,51.5,94.0,2979.3,-0.0
753.0,6.8,51.4,93.9,2958.8,0.3
753.5,6.0,51.3,93.7,2965.6,0.0
754.0,5.6,51.4,93.8,2972.1,0.2
754.5,7.0,51.4,94.0,2966.3,0.5
755.0,5.0,51.4,94.2,2973.0,0.7
755.5,6.2,51.6,94.3,2954.2,-0.0
756.0,6.0,51.5,94.4,2999.5,0.3
756.5,5.7,51.8,95.8,2993.0,0.4
757.0,9.7,56.8,99.5,2961.4,0.6
757.5,60.3,58.7,101.1,2842.7,15.8
758.0,33.1,51.7,94.7,2954.5,0.8
758.5,19.7,52.3,94.5,2937.6,2.0
759.0,28.7,52.4,94.7,2918.5,6.3
759.5,28.5,51.9,94.2,2919.4,5.2
760.0,11.2,51.8,94.0,2984.2,0.6
760.5,14.7,51.8,93.8,2976.2,1.3
761.0,13.9,51.4,93.8,2982.0,0.8
761.5,16.1,51.5,94.1,2964.3,1.6
762.0,30.3,51.8,93.9,2968.1,2.1
762.5,22.0,51.8,94.0,2979.1,1.6
763.0,17.2,51.7,94.3,2982.9,1.3
763.5,20.6,51.8,94.2,2948.0,1.5
764.0,25.4,51.5,94.4,2945.6,1.9
764.5,24.3,51.2,94.3,2972.3,1.5
765.0,16.1,50.8,93.5,2953.2,1.0
765.5,10.0,50.7,93.6,2960.1,0.3
766.0,13.4,51.6,93.6,2974.6,1.6
766.5,19.8,51.5,93.6,2957.5,1.9
767.0,14.4,51.5,92.9,2960.5,1.6
767.5,17.1,51.2,90.6,2977.6,1.2
768.0,33.2,53.0,95.5,2898.2,3.8
768.5,58.4,52.5,95.3,2853.3,11.9
769.0,11.3,51.3,93.8,2962.0,-0.7
769.5,8.7,51.3,93.9,2965.9,-0.5
770.0,8.4,51.3,94.1,2970.3,-0.4
770.5,6.8,51.3,94.6,2978.2,-0.2
771.0,8.4,51.3,94.3,2973.3,-0.3
771.5,10.5,51.4,94.2,2958.3,0.2
772.0,8.1,51.3,94.0,2965.1,-0.1
772.5,9.5,50.7,93.9,2978.0,0.1
773.0,7.5,51.1,94.1,2998.4,-0.0
773.5,9.2,51.4,93.8,3001.9,-0.0
774.0,7.9,51.8,93.5,2980.7,0.1
774.5,25.0,52.3,92.6,2949.8,2.3
775.0,43.4,52.6,93.0,2902.9,5.0
775.5,68.0,53.1,93.9,2763.6,19.9
776.0,48.6,51.2,93.8,2869.1,7.3
776.5,12.0,51.5,96.5,2948.4,-1.8
777.0,8.9,51.6,96.5,2969.0,-0.5
777.5,9.6,51.5,94.2,2969.0,-0.0
778.0,7.5,51.4,94.2,2978.1,-0.2
778.5,8.4,51.2,94.2,2971.6,-0.8
779.0,7.0,51.3,94.1,2983.7,-1.5
779.5,26.5,51.5,94.3,2877.3,1.8
780.0,18.8,51.5,96.2,2923.3,0.7
780.5,11.8,51.4,94.5,2913.2,0.7
781.0,12.9,51.3,94.2,2950.0,-0.8
781.5,14.5,51.3,94.1,2935.9,1.2
782.0,9.9,51.4,94.2,2954.2,0.1
782.5,7.7,51.4,94.1,2936.9,-0.6
783.0,7.8,51.5,93.9,2945.1,-0.7
783.5,7.8,51.3,93.8,2962.5,-1.0
784.0,5.4,51.2,93.7,2955.5,-0.9
784.5,8.3,50.8,93.8,2955.2,-0.7
785.0,7.2,50.7,94.1,2967.5,-0.0
785.5,8.3,51.1,94.1,2971.3,-0.5
786.0,5.9,50.9,94.1,2973.1,-0.7
786.5,7.0,50.8,94.2,2957.2,-0.6
787.0,5.8,51.2,94.4,2975.9,-0.8
787.5,6.9,51.3,94.4,2972.2,-0.7
788.0,6.6,51.5,94.3,2955.4,-0.4
788.5,5.6,51.8,93.9,2973.7,-0.6
789.0,9.0,51.6,94.2,2968.1,-0.5
789.5,6.8,51.3,94.5,2956.8,-0.4
790.0,6.6,51.2,94.4,2971.4,-0.5
790.5,6.3,51.0,94.7,2957.2,-0.8
791.0,7.1,51.9,96.5,2956.4,-0.7
791.5,25.6,52.1,99.0,2845.0,0.4
792.0,24.7,52.8,99.4,2839.4,0.6
792.5,14.0,53.0,99.3,2893.2,-0.4
793.0,10.7,53.0,98.0,2918.9,-0.3
793.5,8.9,52.1,97.4,2946.5,-0.9
794.0,8.2,52.5,98.2,2907.4,-0.3
794.5,8.9,52.3,97.4,2910.8,-0.8
795.0,9.8,52.8,98.4,2949.6,-0.5
795.5,10.7,53.1,99.2,2912.3,0.2
796.0,13.2,54.1,100.3,2878.5,0.1
796.5,12.1,54.4,100.0,2877.9,1.1
797.0,8.8,53.0,96.6,2946.3,0.5
797.5,7.2,51.8,94.0,2947.3,-0.5
798.0,7.1,50.6,94.2,2967.6,1.0
798.5,11.8,51.7,94.9,2956.1,-0.6
799.0,36.7,51.8,95.6,2821.9,4.0
799.5,22.4,51.4,94.8,2930.2,0.6
800.0,13.1,51.1,94.4,2973.8,-0.4
800.5,11.3,51.1,94.4,2978.5,-0.5
801.0,7.8,51.7,94.5,2994.9,-1.0
801.5,11.3,51.8,94.4,2973.7,-0.5
802.0,9.8,52.2,94.4,2966.3,-0.7
802.5,23.1,50.8,90.7,2982.6,-0.6
803.0,38.9,48.4,88.0,2906.8,4.3
803.5,35.4,49.3,88.0,2931.6,2.3
804.0,39.4,48.9,86.5,2905.8,4.5
804.5,67.3,46.7,83.5,2838.8,7.8
805.0,70.5,53.8,97.3,2881.9,6.2
805.5,87.0,68.5,127.5,2699.7,14.3
806.0,63.9,75.8,131.8,2511.6,21.7
806.5,71.8,76.4,131.8,2495.4,20.4
807.0,78.1,77.9,135.3,2482.6,22.4
807.5,57.9,79.1,139.5,2459.7,23.6
808.0,60.7,78.7,138.9,2464.0,22.4
808.5,62.6,75.6,132.6,2479.6,23.9
809.0,64.4,77.1,133.9,2504.0,19.8
809.5,72.5,75.8,131.2,2521.1,24.9
810.0,101.9,74.1,127.6,2596.7,19.9
810.5,103.1,74.1,127.3,2602.5,22.0
811.0,101.5,74.3,129.6,2579.3,21.0
811.5,103.5,73.8,128.1,2566.0,21.7
812.0,97.5,74.2,129.4,2559.9,23.7
812.5,110.9,74.4,128.3,2533.2,24.5
813.0,116.3,74.2,126.7,2597.6,21.1
813.5,120.9,72.0,121.4,2606.8,18.8
814.0,118.7,70.5,123.8,2619.7,20.0
814.5,137.2,73.2,126.8,2643.6,24.1
815.0,120.3,70.8,119.8,2693.9,22.5
815.5,114.2,67.7,116.7,2730.5,18.0
816.0,104.2,66.9,117.0,2654.1,16.1
816.5,100.1,68.6,121.2,2667.6,16.1
817.0,112.9,72.3,124.3,2748.0,19.6
817.5,118.6,73.5,124.9,2662.4,21.0
818.0,100.8,69.8,126.2,2548.9,22.9
818.5,128.8,74.4,134.9,2695.6,19.1
819.0,128.6,72.7,129.4,2705.2,20.5
819.5,100.8,70.9,122.0,2628.6,15.0
820.0,135.0,72.7,125.6,2672.6,17.1
820.5,141.6,72.4,127.3,2714.8,19.6
821.0,128.7,70.9,123.9,2699.1,18.3
821.5,115.7,72.9,129.0,2598.4,19.6
822.0,130.3,74.1,127.3,2682.4,22.1
822.5,267.1,72.8,122.6,2650.7,20.3
823.0,134.7,74.2,126.5,2547.0,18.3
823.5,90.8,75.4,129.8,2513.5,20.3
824.0,134.5,72.4,123.9,2577.7,22.1
824.5,127.9,73.1,125.7,2561.1,16.6
825.0,148.8,76.7,129.3,2593.1,20.7
825.5,91.4,76.1,128.7,2495.2,20.2
826.0,122.9,74.5,127.0,2497.7,21.1
826.5,135.2,73.9,125.5,2497.2,21.1
827.0,98.4,74.6,126.1,2508.7,20.7
827.5,87.6,75.2,126.4,2497.2,19.6
828.0,117.5,77.1,136.7,2455.7,20.4
828.5,55.0,78.6,136.2,2398.8,24.5
829.0,105.6,77.4,133.2,2442.5,24.3
829.5,69.3,77.9,134.3,2450.1,23.1
830.0,62.3,74.0,123.2,2432.7,22.8
830.5,156.1,65.4,107.9,2574.8,15.3
831.0,160.8,65.3,109.0,2643.8,15.1
831.5,192.1,68.4,116.5,2629.2,13.4
832.0,99.6,62.2,103.3,2599.5,21.5
832.5,130.8,55.7,98.2,2754.3,10.2
833.0,105.7,63.7,116.0,2779.9,12.6
833.5,142.3,70.8,126.0,2760.4,24.4
834.0,125.9,72.2,127.3,2721.7,21.2
834.5,147.5,70.8,127.2,2742.5,24.7
835.0,139.5,70.8,127.4,2655.0,26.0
835.5,132.7,73.2,127.1,2792.2,21.1
836.0,141.7,70.1,122.9,2726.6,23.6
836.5,127.6,67.2,120.3,2692.9,20.9
837.0,131.4,70.2,127.4,2724.7,24.7
837.5,135.0,75.4,130.9,2748.0,24.4
838.0,114.7,71.9,123.6,2673.4,20.8
838.5,112.4,71.0,122.9,2661.9,18.4
839.0,96.3,71.8,123.7,2602.2,17.9
839.5,88.4,73.2,123.1,2552.5,19.1
840.0,86.8,73.2,121.7,2555.9,19.0
840.5,91.4,70.5,119.7,2550.3,20.9
841.0,104.9,70.6,125.7,2612.9,18.2
841.5,134.3,70.6,127.0,2751.4,23.6
842.0,136.6,70.6,122.8,2706.6,27.0
842.5,127.6,70.3,121.9,2703.2,23.2
843.0,127.4,70.4,114.9,2556.2,19.4
843.5,116.5,73.7,115.3,2726.3,17.9
844.0,126.4,68.2,113.7,2687.2,18.5
844.5,126.2,70.0,129.8,2489.1,24.8
845.0,127.7,72.9,131.6,2515.0,22.2
845.5,124.8,75.7,137.5,2483.1,22.5
846.0,124.1,77.2,136.0,2458.8,30.5
846.5,126.9,74.4,133.6,2684.4,24.4
847.0,138.6,76.1,133.1,2722.5,21.8
847.5,113.7,75.4,129.6,2677.6,22.5
848.0,71.1,79.0,133.0,2506.6,19.0
848.5,73.2,79.6,135.1,2432.0,20.7
849.0,58.7,74.3,125.7,2463.7,21.6
849.5,82.1,73.5,124.3,2517.2,19.2
850.0,94.8,76.4,130.1,2476.1,18.6
850.5,47.5,76.8,131.6,2409.8,20.0
851.0,43.6,74.2,123.7,2411.0,19.9
851.5,61.0,70.7,114.3,2521.4,16.3
852.0,45.7,69.0,110.0,2500.7,14.9
852.5,48.6,69.7,117.1,2549.2,12.2
