Depth,GR,DT,DTS,RHOB,NPHI_LIM
853.0,37.8,67.2,112.8,2536.6,15.5
853.5,64.2,67.9,115.4,2620.7,11.4
854.0,90.1,68.2,117.4,2647.3,15.7
854.5,106.2,69.5,117.0,2678.7,22.2
855.0,68.3,71.1,122.5,2575.2,19.0
855.5,97.1,73.9,127.2,2599.0,21.3
856.0,69.8,75.5,131.3,2490.6,23.2
856.5,65.6,75.5,128.6,2491.9,15.9
857.0,80.1,75.6,132.5,2478.6,21.3
857.5,82.2,75.6,131.3,2500.5,19.1
858.0,69.5,71.8,125.9,2482.6,21.3
858.5,68.3,69.4,119.7,2562.1,13.1
859.0,122.8,69.4,122.6,2675.4,21.9
859.5,113.1,71.6,125.2,2620.3,21.7
860.0,57.0,79.2,133.4,2480.1,20.1
860.5,43.4,81.7,145.7,2408.0,22.2
861.0,35.5,78.9,129.6,2402.2,20.8
861.5,39.0,69.9,109.8,2432.1,18.7
862.0,45.7,62.6,100.8,2645.7,10.6
862.5,65.0,62.6,107.6,2700.2,10.7
863.0,128.2,67.2,117.9,2628.5,25.0
863.5,135.5,69.4,121.4,2554.1,22.4
864.0,134.0,71.2,129.9,2595.1,27.7
864.5,140.6,72.7,131.7,2471.8,26.6
865.0,137.9,72.5,127.6,2517.0,28.6
865.5,135.8,71.1,124.1,2567.1,30.0
866.0,140.7,72.5,128.4,2587.3,28.7
866.5,143.7,71.7,129.4,2580.3,28.7
867.0,125.6,67.3,120.4,2712.1,29.3
867.5,98.1,68.9,119.7,2708.7,17.7
868.0,111.2,69.1,118.5,2722.2,19.2
868.5,108.2,68.2,114.7,2722.3,17.7
869.0,101.5,69.3,115.3,2668.4,18.0
869.5,88.1,68.2,114.8,2641.7,17.9
870.0,110.4,68.1,113.9,2715.5,21.0
870.5,104.6,69.7,114.4,2654.1,20.2
871.0,78.0,69.8,114.1,2593.7,16.5
871.5,82.1,68.7,113.2,2601.9,17.8
872.0,76.2,70.0,114.3,2601.4,17.0
872.5,67.3,70.3,115.8,2580.0,16.8
873.0,76.4,70.0,117.4,2589.1,19.5
873.5,72.7,70.0,117.5,2599.1,18.1
874.0,76.0,69.6,116.2,2588.8,18.0
874.5,61.6,70.1,117.6,2561.4,18.2
875.0,67.8,68.5,115.5,2593.5,18.6
875.5,92.9,67.8,113.3,2637.5,17.6
876.0,89.0,63.0,110.8,2603.2,17.5
876.5,115.1,68.1,122.2,2741.5,16.4
877.0,144.7,72.9,137.0,2775.3,26.4
877.5,144.0,75.9,139.3,2704.5,33.2
878.0,138.1,70.7,120.4,2658.1,24.4
878.5,115.5,67.9,118.3,2695.1,21.3
879.0,111.3,68.3,114.4,2693.8,17.5
879.5,113.7,67.5,113.4,2728.5,20.7
880.0,103.5,66.0,108.8,2696.1,18.4
880.5,108.4,65.8,109.6,2650.9,16.9
881.0,114.4,69.8,116.6,2705.3,15.9
881.5,137.3,72.9,126.7,2768.8,26.4
882.0,144.9,71.8,126.9,2755.6,24.6
882.5,138.0,67.1,118.7,2729.2,25.2
883.0,119.8,68.8,120.7,2676.7,16.9
883.5,126.6,70.4,122.4,2722.5,22.6
884.0,116.2,68.4,117.4,2708.6,18.5
884.5,114.2,67.4,114.7,2739.4,20.1
885.0,124.7,67.3,116.7,2717.5,23.3
885.5,119.1,66.8,113.9,2720.1,20.5
886.0,124.3,69.4,124.6,2746.1,19.9
886.5,129.1,72.4,131.4,2698.0,26.0
887.0,143.3,74.2,136.3,2707.9,32.3
887.5,145.6,75.1,135.4,2730.8,26.8
888.0,145.7,69.7,121.6,2733.3,26.7
888.5,127.1,67.1,113.3,2728.6,21.3
889.0,139.9,70.3,130.2,2740.5,25.8
889.5,145.5,69.7,129.2,2720.7,30.9
890.0,129.7,68.6,119.6,2738.3,24.7
890.5,131.1,71.8,124.3,2740.8,22.5
891.0,141.9,71.0,127.7,2745.5,25.9
891.5,137.3,68.7,120.0,2761.8,26.3
892.0,126.6,66.8,114.7,2703.3,15.8
892.5,114.9,66.3,114.0,2718.2,19.4
893.0,111.0,66.6,116.0,2700.9,20.1
893.5,124.4,68.4,117.1,2706.1,20.6
894.0,109.1,66.8,112.0,2695.5,20.6
894.5,110.0,67.2,116.1,2699.7,18.5
895.0,129.2,69.7,125.4,2732.1,23.0
895.5,139.0,70.8,128.8,2725.0,24.0
896.0,132.0,71.7,129.8,2739.4,27.6
896.5,130.8,72.4,132.2,2757.1,25.9
897.0,140.7,74.4,134.1,2764.9,28.3
897.5,144.6,72.8,129.6,2764.7,27.5
898.0,142.2,71.9,135.5,2756.5,24.0
898.5,149.8,74.3,138.2,2765.5,28.3
899.0,147.6,73.3,143.5,2700.6,30.3
899.5,141.3,74.7,142.3,2702.6,29.7
900.0,151.0,74.3,135.7,2733.1,32.5
900.5,148.0,70.4,125.4,2750.6,29.8
901.0,116.4,65.9,115.5,2717.3,21.6
901.5,95.5,67.9,119.3,2703.8,18.9
902.0,110.4,69.7,119.7,2686.0,22.6
902.5,98.0,68.0,114.2,2646.8,16.5
903.0,86.1,66.9,113.7,2615.2,19.6
903.5,81.5,67.2,114.4,2604.1,15.5
904.0,83.8,68.9,114.3,2599.3,16.0
904.5,83.6,68.0,114.3,2606.4,18.4
905.0,82.2,68.5,113.5,2623.6,15.5
905.5,87.2,69.4,114.4,2596.2,18.4
906.0,90.6,69.7,114.4,2614.1,18.5
906.5,86.8,70.0,114.3,2605.4,19.3
907.0,75.9,68.8,112.2,2558.5,20.4
907.5,65.1,68.7,112.1,2544.0,17.3
908.0,84.8,70.0,114.0,2533.4,17.7
908.5,75.5,69.9,113.9,2547.1,15.8
909.0,67.2,69.8,112.6,2534.1,17.4
909.5,68.7,67.7,109.2,2566.1,17.3
910.0,75.4,68.1,110.2,2587.0,15.8
910.5,61.0,69.0,112.2,2550.2,17.8
911.0,73.1,69.4,112.1,2562.4,19.3
911.5,69.1,70.8,116.1,2531.6,18.8
912.0,50.7,71.3,117.9,2513.0,18.9
912.5,75.0,67.3,110.3,2586.9,16.5
913.0,78.7,65.6,108.3,2625.6,14.0
913.5,72.0,67.9,109.9,2612.0,16.7
914.0,61.5,66.3,105.2,2617.4,14.5
914.5,73.5,66.1,108.0,2638.6,15.9
915.0,70.7,69.5,115.8,2606.3,16.3
915.5,64.0,72.6,117.5,2514.7,18.4
916.0,63.4,72.9,120.2,2533.2,17.6
916.5,72.1,74.1,125.4,2490.9,20.1
917.0,66.5,73.0,114.3,2506.3,17.8
917.5,69.1,70.7,114.6,2508.9,19.7
918.0,54.3,72.4,118.9,2574.2,16.5
918.5,60.9,70.8,120.5,2572.2,17.2
919.0,95.2,67.0,121.4,2654.2,19.8
919.5,121.3,68.8,122.9,2613.6,22.7
920.0,124.5,68.2,117.7,2673.6,21.6
920.5,90.6,69.0,119.9,2585.5,19.1
921.0,33.4,72.9,121.9,2499.2,16.2
921.5,44.3,71.1,115.2,2495.9,17.4
922.0,52.0,70.0,116.8,2544.9,19.1
922.5,49.1,75.4,124.7,2501.7,17.1
923.0,53.6,74.7,122.8,2491.8,22.8
923.5,51.1,72.9,120.8,2511.7,19.1
924.0,51.9,72.2,120.8,2552.9,19.9
924.5,48.4,73.7,125.8,2527.1,18.6
925.0,53.4,76.0,128.9,2475.7,19.3
925.5,56.2,75.1,129.8,2509.9,19.8
926.0,52.0,75.5,127.4,2498.7,18.8
926.5,37.0,75.2,128.3,2488.4,17.8
927.0,36.4,75.6,124.9,2489.6,18.4
927.5,42.2,75.6,124.9,2485.4,16.2
928.0,55.4,73.8,120.1,2481.7,19.8
928.5,41.6,73.7,120.8,2467.3,18.5
929.0,32.6,74.3,119.6,2369.5,14.6
929.5,37.5,76.5,126.5,2391.5,15.3
930.0,35.7,75.3,121.6,2417.8,18.9
930.5,54.1,70.4,112.5,2508.8,18.7
931.0,77.1,70.3,119.4,2584.6,15.4
931.5,58.0,75.5,128.1,2428.6,20.9
932.0,51.5,75.0,126.5,2389.3,20.2
932.5,45.0,75.7,126.8,2436.3,18.4
933.0,48.3,75.9,127.2,2429.5,21.2
933.5,58.3,70.8,117.7,2493.6,19.3
934.0,74.8,72.6,123.5,2524.3,20.7
934.5,45.3,74.9,120.7,2432.4,19.7
935.0,46.6,74.2,121.6,2410.6,20.8
935.5,41.7,74.4,120.3,2421.0,19.4
936.0,42.2,74.5,119.9,2397.6,19.4
936.5,38.7,73.2,119.8,2403.0,16.1
937.0,47.1,67.0,107.0,2475.9,16.3
937.5,36.3,62.0,97.4,2616.3,9.9
938.0,63.2,66.0,107.3,2734.7,12.3
938.5,69.4,68.7,115.7,2550.9,17.2
939.0,66.8,70.8,115.5,2480.9,17.8
939.5,52.7,71.6,123.6,2470.7,18.1
940.0,53.9,69.7,123.0,2504.3,17.5
940.5,89.7,70.8,129.6,2601.8,20.3
941.0,139.0,75.6,137.7,2699.7,26.6
941.5,138.0,74.4,131.7,2702.3,27.2
942.0,141.1,70.6,125.4,2698.6,27.2
942.5,143.6,67.8,119.7,2668.3,24.6
943.0,131.0,65.4,113.1,2673.8,23.7
943.5,100.7,65.0,108.2,2690.0,18.4
944.0,105.7,63.9,120.6,2700.4,19.7
944.5,125.6,74.0,132.2,2682.2,23.1
945.0,138.1,74.6,139.7,2700.2,28.2
945.5,148.5,71.1,126.5,2733.5,27.4
946.0,133.7,67.5,116.3,2724.9,22.4
946.5,128.7,70.4,122.9,2699.4,22.9
947.0,131.6,67.4,115.5,2677.8,24.3
947.5,80.3,71.2,118.6,2549.8,19.8
948.0,56.0,72.2,119.9,2506.9,21.3
948.5,62.3,71.7,117.0,2512.6,19.6
949.0,67.9,71.6,115.8,2489.4,20.2
949.5,68.6,70.3,113.4,2526.8,20.6
950.0,68.4,70.9,116.3,2514.9,17.3
950.5,57.3,73.3,119.8,2511.0,18.8
951.0,51.3,74.5,126.1,2490.1,19.2
951.5,51.5,73.5,121.8,2507.7,21.4
952.0,59.8,71.4,118.8,2566.1,18.9
952.5,69.7,65.2,109.9,2636.6,14.8
953.0,78.7,60.8,101.8,2744.0,12.8
953.5,75.3,64.9,105.9,2703.0,15.1
954.0,84.0,66.1,107.9,2664.6,14.7
954.5,65.2,68.1,110.2,2655.5,14.1
955.0,66.8,68.5,113.8,2555.5,17.2
955.5,49.8,72.6,120.1,2569.7,14.7
956.0,43.7,69.9,117.2,2514.8,19.0
956.5,107.3,67.6,114.7,2650.9,18.1
957.0,110.1,67.6,115.4,2634.5,19.2
957.5,117.9,65.9,110.5,2690.4,18.7
958.0,116.4,66.9,111.0,2701.8,17.3
958.5,127.1,69.8,131.3,2709.6,21.7
959.0,140.2,72.4,139.7,2709.0,32.1
959.5,137.1,72.8,140.0,2723.9,32.5
960.0,139.6,76.0,134.7,2742.8,29.5
960.5,142.3,71.9,129.2,2752.3,26.3
961.0,149.9,67.4,117.5,2742.5,27.0
961.5,111.9,64.2,112.8,2705.1,18.0
962.0,104.9,64.9,115.9,2726.2,15.7
962.5,115.1,68.2,123.0,2733.3,21.8
963.0,117.8,70.3,124.7,2727.0,22.1
963.5,129.7,68.2,113.7,2727.7,21.5
964.0,94.0,67.6,117.6,2630.4,17.3
964.5,108.3,70.1,122.6,2673.3,20.4
965.0,120.1,69.3,127.0,2681.8,21.3
965.5,126.5,73.0,132.7,2708.7,24.4
966.0,134.8,70.1,121.6,2738.8,27.0
966.5,127.9,70.0,123.0,2701.8,20.8
967.0,136.4,73.2,132.3,2748.1,25.0
967.5,141.5,73.6,132.8,2766.1,26.6
968.0,141.1,66.7,113.4,2738.2,25.9
968.5,93.3,64.1,106.4,2631.0,13.3
969.0,64.2,64.1,108.3,2641.4,15.6
969.5,99.6,66.5,118.3,2683.8,18.5
970.0,131.3,66.0,116.5,2732.1,24.9
970.5,113.8,64.5,113.1,2719.3,17.4
971.0,118.4,63.9,111.6,2706.3,18.9
971.5,109.8,66.1,114.0,2685.9,17.0
972.0,132.7,69.9,125.8,2713.3,23.2
972.5,147.8,67.2,120.3,2760.3,25.4
973.0,142.8,67.6,119.2,2750.3,21.9
973.5,142.0,70.3,125.7,2770.0,23.7
974.0,143.2,69.1,124.4,2748.1,25.9
974.5,138.1,68.5,119.9,2745.5,24.7
975.0,132.0,65.9,118.0,2764.2,22.6
975.5,129.1,65.9,116.3,2733.0,23.1
976.0,125.8,66.9,118.1,2724.0,21.3
976.5,136.0,67.5,115.0,2737.0,23.3
977.0,128.6,65.7,117.6,2718.9,20.6
977.5,124.8,66.8,117.7,2724.7,19.0
978.0,150.2,69.5,124.1,2754.2,29.5
978.5,150.1,67.7,120.4,2746.0,27.3
979.0,129.7,67.5,119.9,2727.5,21.3
979.5,135.3,65.8,114.9,2736.7,25.6
980.0,110.7,62.0,106.2,2746.0,19.9
980.5,103.5,64.3,111.5,2734.1,15.8
981.0,120.4,65.9,113.3,2715.7,22.4
981.5,94.5,67.2,116.9,2681.8,18.5
982.0,134.3,68.1,117.3,2746.7,22.7
982.5,118.6,65.9,111.8,2722.5,18.9
983.0,92.9,65.6,114.0,2683.3,16.4
983.5,121.9,67.5,121.7,2725.6,23.9
984.0,122.1,67.2,118.0,2723.6,26.3
984.5,108.5,65.9,110.1,2683.5,18.7
985.0,75.9,63.4,103.8,2648.0,14.4
985.5,77.9,65.9,107.9,2656.5,13.9
986.0,84.2,70.1,113.6,2603.4,18.1
986.5,82.9,69.8,114.1,2549.6,18.6
987.0,64.4,70.7,115.2,2528.3,17.3
987.5,55.3,71.7,117.8,2529.2,17.7
988.0,56.6,71.4,115.2,2538.2,17.4
988.5,58.8,68.5,108.4,2545.9,16.2
989.0,72.8,67.6,111.0,2577.9,16.2
989.5,64.7,70.1,109.2,2530.2,18.4
990.0,49.3,71.6,114.3,2514.2,16.8
990.5,46.9,70.5,113.8,2511.9,16.6
991.0,56.1,71.0,116.5,2549.1,16.4
991.5,91.1,69.6,119.3,2611.3,20.0
992.0,121.4,66.4,113.2,2709.2,19.5
992.5,117.4,66.1,112.9,2741.0,20.2
993.0,145.2,67.8,116.7,2718.7,24.1
993.5,152.0,67.5,119.2,2753.4,24.1
994.0,149.7,68.5,133.8,2774.1,27.6
994.5,145.1,69.4,122.9,2746.7,27.3
995.0,122.9,65.9,115.9,2696.6,20.5
995.5,100.6,66.6,114.2,2679.7,17.2
996.0,110.7,66.7,114.3,2686.1,19.0
996.5,114.4,66.2,112.4,2702.0,19.6
997.0,117.1,63.7,106.7,2696.6,16.3
997.5,128.5,67.0,125.6,2714.7,20.6
998.0,141.2,70.7,130.6,2759.6,31.3
998.5,134.8,70.7,125.6,2734.8,30.8
999.0,133.0,67.5,119.2,2725.9,24.7
999.5,107.9,65.3,110.8,2680.9,16.4
1000.0,109.4,64.2,107.0,2679.9,17.5
1000.5,95.4,64.9,106.0,2653.9,13.1
1001.0,98.0,66.5,114.9,2655.6,15.8
1001.5,118.9,69.7,125.0,2733.3,20.7
1002.0,121.9,72.6,128.5,2732.7,30.5
1002.5,121.7,69.6,125.0,2710.4,25.6
1003.0,116.8,67.0,114.4,2727.1,20.6
1003.5,109.5,66.4,108.4,2683.9,17.6
1004.0,104.1,66.6,112.6,2710.5,15.9
1004.5,132.8,68.7,120.3,2742.0,26.9
1005.0,119.8,66.5,119.6,2725.9,22.3
1005.5,109.1,65.7,112.1,2727.8,19.4
1006.0,77.5,65.7,116.4,2686.3,12.8
1006.5,109.5,67.5,118.6,2730.4,23.4
1007.0,96.7,68.2,119.1,2701.1,18.7
1007.5,106.7,69.0,118.7,2722.9,24.3
1008.0,107.3,66.8,114.3,2726.9,18.6
1008.5,100.3,65.6,110.8,2704.6,17.6
1009.0,103.9,65.7,106.4,2702.7,18.0
1009.5,107.6,68.3,117.7,2715.3,19.3
1010.0,127.4,69.2,124.1,2768.7,25.3
1010.5,134.3,67.7,123.2,2701.6,27.7
1011.0,126.4,67.7,127.3,2734.9,27.4
1011.5,125.3,68.6,127.8,2742.9,28.1
1012.0,120.9,68.9,116.2,2689.8,25.7
1012.5,112.2,66.7,111.5,2665.4,14.2
1013.0,102.0,67.5,112.6,2693.7,16.1
1013.5,79.2,68.1,111.5,2615.4,15.9
1014.0,84.5,66.0,111.8,2629.2,15.1
1014.5,111.3,68.0,112.2,2688.1,19.5
1015.0,75.6,67.4,112.0,2601.9,16.2
1015.5,97.8,68.4,113.3,2626.5,16.6
1016.0,62.0,71.4,116.2,2526.9,15.9
1016.5,58.2,71.6,116.2,2481.3,18.8
1017.0,52.7,71.5,116.5,2510.0,15.6
1017.5,53.7,72.7,118.6,2497.9,17.9
1018.0,48.4,68.4,111.0,2517.1,16.7
1018.5,56.6,66.7,115.3,2622.6,12.9
1019.0,52.8,71.4,123.5,2537.3,18.8
1019.5,125.1,65.8,111.6,2644.4,19.0
1020.0,116.9,64.0,109.9,2709.5,14.7
1020.5,114.1,69.6,122.5,2678.8,19.1
1021.0,123.1,71.2,130.1,2736.9,24.3
1021.5,125.2,66.9,114.2,2743.4,28.4
1022.0,113.7,64.6,109.2,2719.8,18.0
1022.5,103.3,67.0,131.0,2724.1,19.7
1023.0,133.0,71.9,131.3,2735.2,35.4
1023.5,123.9,66.3,117.3,2772.6,21.1
1024.0,115.8,64.8,111.6,2717.2,19.9
1024.5,107.5,64.5,112.5,2709.7,17.4
1025.0,124.0,66.2,115.2,2769.7,21.9
1025.5,127.8,65.5,114.3,2746.2,23.2
1026.0,123.7,65.0,109.9,2694.8,18.3
1026.5,139.1,65.2,113.4,2722.8,23.6
1027.0,119.8,60.1,106.9,2742.1,24.6
1027.5,120.0,72.5,132.1,2573.7,34.3
1028.0,118.8,71.4,114.0,2720.7,33.9
1028.5,98.6,63.7,114.8,2730.2,16.5
1029.0,127.1,66.3,120.8,2758.2,22.4
1029.5,144.3,65.8,117.6,2773.2,23.9
1030.0,129.6,63.0,114.8,2706.6,17.4
1030.5,130.7,66.5,134.6,2640.9,29.9
1031.0,124.4,69.7,120.4,2693.6,30.7
1031.5,117.2,67.8,119.1,2779.6,21.8
1032.0,121.9,67.4,121.4,2783.5,23.1
1032.5,126.4,68.9,119.6,2762.1,23.8
1033.0,117.8,65.0,110.3,2736.4,20.4
1033.5,117.6,64.7,107.9,2745.1,18.4
1034.0,139.9,67.4,116.5,2752.6,21.6
1034.5,134.9,68.5,124.7,2745.3,22.4
1035.0,131.2,66.0,120.2,2745.7,26.3
1035.5,131.2,68.7,127.8,2773.4,28.4
1036.0,129.4,67.9,123.7,2803.3,28.2
1036.5,126.7,65.6,112.8,2786.1,24.8
1037.0,104.4,65.7,115.0,2701.3,17.4
1037.5,116.0,67.4,120.7,2712.2,25.7
1038.0,117.5,66.4,114.1,2708.1,16.5
1038.5,95.2,64.6,108.5,2685.3,17.2
1039.0,100.1,62.7,106.3,2698.9,15.3
1039.5,86.7,64.2,108.5,2693.0,12.7
1040.0,104.7,65.5,110.4,2684.0,17.6
1040.5,98.4,66.3,111.8,2670.5,16.4
1041.0,99.5,67.9,112.8,2670.1,18.2
1041.5,83.4,68.4,113.3,2616.6,16.7
1042.0,97.3,66.1,109.6,2647.4,16.7
1042.5,88.1,66.1,109.9,2670.5,15.6
1043.0,98.6,66.2,111.7,2688.3,14.7
1043.5,95.9,65.8,109.3,2657.8,16.7
1044.0,88.4,65.8,110.4,2674.6,17.6
1044.5,90.4,65.7,111.5,2632.0,16.1
1045.0,89.9,65.7,109.5,2647.5,16.5
1045.5,105.9,62.6,105.0,2648.2,15.4
1046.0,92.5,60.8,100.8,2732.0,13.8
1046.5,111.2,64.0,113.3,2648.8,13.2
1047.0,138.9,65.7,121.2,2533.4,29.1
1047.5,133.6,70.4,129.7,2374.7,27.7
1048.0,132.5,68.9,114.8,2554.7,30.7
1048.5,116.4,62.8,105.8,2748.0,18.8
1049.0,106.2,62.4,106.2,2712.7,18.6
1049.5,122.8,63.8,111.9,2687.9,17.5
1050.0,134.3,64.4,111.0,2637.0,31.1
1050.5,129.3,65.1,113.3,2672.4,20.3
1051.0,134.6,65.3,117.3,2590.4,18.5
1051.5,126.9,65.9,116.4,2552.1,20.8
1052.0,119.4,67.9,119.8,2338.0,26.8
1052.5,131.7,68.2,126.2,2225.1,23.2
1053.0,128.3,68.4,121.7,2302.9,25.4
1053.5,129.9,67.1,123.7,2432.6,23.8
1054.0,128.3,66.8,119.8,2398.9,21.5
1054.5,125.0,67.6,126.6,2435.3,24.0
1055.0,121.5,66.5,119.6,2549.4,22.8
1055.5,122.8,67.3,123.7,2548.9,24.2
1056.0,125.6,67.4,120.9,2603.1,23.1
1056.5,116.5,64.5,124.3,2594.4,20.3
1057.0,130.6,67.9,126.2,2186.7,33.2
1057.5,118.3,67.0,116.7,2745.5,23.9
1058.0,122.3,65.5,114.4,2675.8,23.9
1058.5,111.1,65.0,108.4,2717.6,17.2
1059.0,92.3,64.2,106.6,2628.4,16.1
1059.5,82.9,64.3,109.2,2689.3,14.7
1060.0,117.2,67.1,119.7,2725.5,22.7
1060.5,132.2,65.4,115.8,2788.5,28.1
1061.0,123.3,62.8,109.6,2755.9,19.6
1061.5,121.3,60.9,100.6,2718.4,17.0
1062.0,102.5,63.6,108.0,2667.9,15.1
1062.5,131.2,62.4,109.4,2705.7,26.3
1063.0,119.5,64.8,115.2,2747.9,19.3
1063.5,140.5,67.0,123.1,2736.1,25.3
1064.0,130.5,67.1,124.1,2751.5,31.2
1064.5,116.7,67.5,121.2,2727.7,20.9
1065.0,122.2,67.5,115.4,2712.9,25.7
1065.5,105.4,66.9,114.4,2719.7,19.9
1066.0,124.3,65.9,114.6,2745.9,22.1
1066.5,121.7,62.0,103.8,2676.3,19.3
1067.0,79.3,57.2,99.9,2678.9,11.1
1067.5,114.0,68.6,128.5,2607.9,18.7
1068.0,128.7,72.8,118.1,2423.0,46.7
1068.5,117.2,63.8,107.6,2717.2,17.9
1069.0,117.0,64.2,109.4,2738.7,19.4
1069.5,135.9,64.7,119.7,2760.0,23.1
1070.0,134.7,67.7,125.0,2707.8,23.2
1070.5,133.7,69.7,127.0,2748.7,26.0
1071.0,137.7,64.8,121.5,2759.3,24.5
1071.5,128.3,64.3,114.9,2714.5,25.2
1072.0,128.2,64.4,115.8,2735.5,20.4
1072.5,97.1,66.4,115.4,2679.3,18.0
1073.0,88.3,65.9,114.5,2659.8,18.9
1073.5,94.4,64.8,114.7,2659.1,18.9
1074.0,108.8,66.1,116.7,2714.2,18.4
1074.5,116.0,67.3,116.5,2697.6,21.0
1075.0,114.6,62.3,106.2,2659.6,17.4
1075.5,97.6,62.8,103.3,2665.2,14.8
1076.0,118.7,66.5,120.9,2664.1,18.5
1076.5,143.6,68.0,123.3,2736.4,31.3
1077.0,135.5,64.7,121.7,2812.4,22.7
1077.5,136.8,66.1,128.6,2721.6,32.3
1078.0,129.9,72.3,133.6,2380.7,30.0
1078.5,113.9,69.1,108.5,2693.5,24.6
1079.0,114.1,62.2,104.4,2732.6,16.7
1079.5,123.6,62.3,109.5,2718.6,18.9
1080.0,114.6,61.9,106.9,2744.0,18.3
1080.5,103.2,63.9,102.9,2697.7,15.5
1081.0,82.6,67.6,124.2,2620.9,15.7
1081.5,116.8,68.0,121.5,2745.4,30.3
1082.0,110.7,64.9,111.0,2722.1,19.7
1082.5,88.2,66.3,114.1,2646.5,16.3
1083.0,94.1,65.5,114.5,2665.6,17.8
1083.5,87.9,66.4,118.0,2656.2,16.1
1084.0,110.5,65.9,118.5,2709.0,21.8
1084.5,113.7,65.3,116.1,2739.3,22.1
1085.0,113.1,65.4,118.9,2720.5,17.9
1085.5,113.8,65.9,118.7,2746.0,22.7
1086.0,109.2,66.2,119.6,2709.2,17.2
1086.5,126.5,67.3,122.2,2735.7,24.9
1087.0,115.0,64.7,110.1,2717.5,17.5
1087.5,97.4,63.9,113.0,2726.8,16.0
1088.0,125.3,66.8,123.8,2747.9,20.9
1088.5,136.7,68.6,123.9,2753.8,23.4
1089.0,115.5,67.5,117.1,2724.2,17.6
1089.5,105.1,66.8,116.4,2713.2,22.0
1090.0,117.0,68.7,116.5,2705.1,21.8
1090.5,104.7,68.2,112.9,2687.0,18.3
1091.0,69.2,68.0,112.9,2606.9,14.4
1091.5,86.3,65.7,112.7,2670.8,17.7
1092.0,93.1,63.6,107.3,2731.2,15.0
1092.5,101.4,63.9,111.2,2732.7,17.1
1093.0,111.6,63.6,115.6,2722.9,20.0
1093.5,118.0,65.7,118.1,2755.5,18.1
1094.0,116.6,67.8,123.4,2740.5,20.4
1094.5,127.6,69.5,128.9,2741.3,21.3
1095.0,126.0,71.4,136.2,2723.9,25.7
1095.5,134.9,73.9,142.4,2728.7,24.2
1096.0,134.2,73.3,142.6,2754.7,23.1
1096.5,138.5,73.4,149.1,2741.3,25.5
1097.0,142.8,76.7,151.2,2738.3,31.3
1097.5,142.3,76.0,144.2,2749.8,28.8
1098.0,136.3,69.9,124.0,2748.5,23.5
1098.5,111.7,68.2,121.8,2729.4,19.1
1099.0,121.6,71.8,130.9,2716.5,23.4
1099.5,131.0,67.7,119.7,2731.5,25.0
1100.0,117.7,62.6,105.7,2714.7,18.5
1100.5,89.7,63.2,105.9,2666.4,15.9
1101.0,116.4,64.2,117.9,2707.2,17.6
1101.5,113.5,70.8,127.0,2634.0,29.4
1102.0,124.6,66.5,116.4,2724.4,19.6
1102.5,128.6,64.7,114.6,2764.3,20.8
1103.0,122.5,66.2,119.7,2728.6,19.1
1103.5,126.7,68.5,125.7,2752.6,23.7
1104.0,116.7,67.8,123.0,2752.4,25.2
1104.5,115.5,67.3,119.6,2704.1,20.9
1105.0,114.2,67.6,115.5,2715.8,23.6
1105.5,93.8,67.6,111.1,2614.5,18.5
1106.0,73.2,66.2,110.6,2628.5,15.4
1106.5,96.2,66.2,111.0,2654.8,18.5
1107.0,75.0,67.5,114.2,2623.7,15.8
1107.5,83.3,66.9,118.5,2636.7,16.1
1108.0,115.2,67.8,123.8,2704.5,19.5
1108.5,129.8,67.8,125.5,2718.7,22.7
1109.0,121.6,65.8,117.0,2721.7,22.9
1109.5,102.3,66.1,124.1,2737.2,16.1
1110.0,119.9,69.8,130.3,2717.8,21.8
1110.5,133.6,72.2,141.2,2725.6,24.8
1111.0,132.9,74.7,145.0,2727.3,28.7
1111.5,143.6,75.6,149.3,2746.3,26.7
1112.0,141.5,75.3,148.6,2734.1,32.5
1112.5,142.6,69.7,124.0,2742.1,29.0
1113.0,143.8,67.8,126.2,2719.6,23.2
1113.5,138.8,68.9,109.9,2699.9,33.2
1114.0,99.1,64.6,104.2,2674.8,13.8
1114.5,89.6,63.4,108.0,2693.0,15.8
1115.0,116.9,63.9,112.0,2728.4,18.3
1115.5,113.3,62.2,107.9,2765.2,20.2
1116.0,100.1,62.2,106.5,2803.6,15.6
1116.5,116.0,62.1,106.1,2742.5,18.0
1117.0,99.6,61.8,104.5,2704.1,15.6
1117.5,87.7,59.5,101.6,2729.2,17.9
1118.0,130.5,65.6,128.7,2715.9,20.7
1118.5,125.5,73.6,126.3,2391.5,44.1
1119.0,122.3,62.0,108.0,2739.5,17.1
1119.5,111.7,63.9,118.7,2738.7,16.2
1120.0,126.4,66.2,115.4,2731.1,36.1
1120.5,129.0,64.0,113.0,2760.8,19.1
1121.0,126.7,63.1,114.9,2741.3,20.1
1121.5,140.8,64.4,114.1,2746.8,21.4
1122.0,129.5,64.1,112.6,2732.3,24.7
1122.5,115.7,62.8,108.3,2719.0,17.0
1123.0,115.4,65.7,111.6,2686.7,17.5
1123.5,83.3,66.2,114.4,2596.9,15.6
1124.0,97.6,66.4,116.8,2666.8,18.9
1124.5,97.8,67.3,117.4,2688.5,18.1
1125.0,86.6,66.4,114.6,2633.1,15.8
1125.5,105.4,66.1,115.4,2677.1,17.9
1126.0,125.0,67.5,123.8,2730.9,20.2
1126.5,137.8,66.9,119.5,2733.7,25.5
